Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Stripe Vibrations Tube Skirt,VINCE CAMUTO,$38.90,NULL,https://n.nordstrommedia.com/id/sr3/0d5ebbe6-8b5f-47b6-81ad-e93745d61819.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],82 people are viewing,Eye-catching stripes enliven this curve-hugging skirt that's ideal for both work and play.
Monterey Print Slip Skirt,FREE PEOPLE,$49.90,NULL,https://n.nordstrommedia.com/id/sr3/54225647-c244-42a8-8ab5-2eaeeaf67da1.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],196 people are viewing,A bold print makes a statement on a slinky slip skirt that will take you from the office to an afternoon stroll with effortlessly chic style.
Pleated Midi Skirt,HALOGEN®,$35.90,54%,https://n.nordstrommedia.com/id/sr3/704df34d-b307-4163-a5ea-6a025a6f41f3.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.8 out of 5,(9),"[['Love this new skirt', 'I ordered this new skirt in the animal print and I just love it. Fits great and is very well made.', '80'], ['Beautiful', ""Beautifully made, it's cool, comfortable, and a great addition to your work wardrobe or date night"", '80'], ['Great, stylish skirt.', ""I purchased the white with stripes and the colors are true to the picture. It's light and airy and hangs well. It can be worn for work or dressed down for running errands. This is gorgeous and I would like more stylish colors/patterns."", '80'], ['Perfect!!!', 'I just got these today - I got three of them - the pretty summer prints (floral) and the leopard print. I am 5\'9"" , purchased a 2X (maybe could have purchased a 1x). These are going to be my go to for work this summer . . . I have blazers that match the multiple colors in the skirts, great quality. I am sooo happy. Next paycheck I will buy the black and the blue print one. I am so glad I took a chance on these. Not see through too (like so many purchases lately). The color combos are endless!', '80'], ['Floral fun', ""Beautiful fabric and colors that wil make it easy to mix and match tops. The fabric is a nice medium weight that won't blow away if a little wind isn't in the forecast and thick enough to not be see through."", '64']]",14 people are viewing,Pleats enhance the swish and sway of this midi-length skirt cut in a comfortable pull-on style.
Wrap Miniskirt,BP.,$39.00,NULL,https://n.nordstrommedia.com/id/sr3/57962b98-0dc1-4832-9ad5-6c6c447554e8.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],13 people are viewing,A drapey tie cinches the side of this sweet mini covered in a lively print.
Swift Running Skort,SWEATY BETTY,$90.00,NULL,https://n.nordstrommedia.com/id/sr3/20021aca-6070-45d0-aa2e-393e643af23d.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(10),"[['Flattering wee skort', 'I bought these for running/ hiking and they have definitely lived up to the purpose that I purchased them for. The skirt provides the added coverage that shorts do not, whilst adding an extra sporty/feminine touch! I found however, that they came up a bit too tight, so I returned the size M originally ordered and exchanged them for a size L, ( I am usually always a size M in sweaty Betty!) which fit perfectly. As with other reviews, the zipped pocket at the back is far too small for a phone so that is why I have rated them four stars instead of five. Overall, I am very pleased with them, as they perform well for the purpose that I bought them for. Another lovely product from SB!', '64'], ['Good quality', 'A lovely fit. Great waistband; comfortable, and washes well.', '80'], ['So great I bought both colours!', 'I love this running skort! Best thing I’ve bought in a long time! Definitely recommend, so comfortable and the little shorts don’t ride up when running! I’ve bought it in both black and white, hoping to start some tennis lessons which these will be perfect for too! :)', '80'], ['Fits True To Size', 'Excellent quality skort..maybe a step up from Lulu. The shorts stay in place when your active.. The reason for 4 stars and not 5 is because there is no pocket in shorts for your phone.', '64'], ['I feel faster in this skort!', 'What I love about Sweaty Betty is how the fit flatters my not so flattering shape. I am a new runner and I feel like a seasoned veteran in this skort- comfortable and covers all the right places. Fit is comfortable and doesn’t ride up my chubby thighs.', '80']]",27 people are viewing,
Satin Tiered Midi Skirt,TOPSHOP,$55.00,NULL,https://n.nordstrommedia.com/id/sr3/79c23ffd-e455-42d5-8118-d04ce4e07a13.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.5 out of 5,(19),"[['Beautiful and versatile.', 'This skirt can be dressed up or down. The fabric is SO soft and simply beautiful! I am 5 feet tall, weight 99 pounds and bought a size 2. It sits perfectly above my waist. The length is perfect to wear with any heel height from flat to tall heels.', '80'], ['Perfect!', 'I saw a lady styling this skirt on tiktok (cringy I know) and I wanted it so bad! The skirt is elastic in the back which I didn’t know, but it worked out since I was nervous that I would be between the size I chose and the next size up. It fits beautifully and is prettier in person than online', '80'], ['CUTE, but ..', 'This is a really cute & versatile skirt, but nobody has mentioned how wrinkly it gets .. & static-y. It might be a deal breaker for me if those are the things I immediately think of when I got to grab it from my closet.', '64'], ['not for me', 'The pink color is very pretty but didn’t work for my body type.', '16'], ['Beautiful but beware', 'It’s absolutely beautiful, but the only downside is the fabric shows liquid BADLY. I walked in it on a hot day and my sweat had tons of droplet like marks on the dress that didn’t go away. Even just water made a mark that wouldn’t go away until washed. That being said, it’s absolutely divine.', '64']]",30 people are viewing,Watch the compliments flow when you don this irresistible ruffled midi textured in rich satin.
Sheer Floral Midi Skirt,GOOD LUCK GEM,$39.00,NULL,https://n.nordstrommedia.com/id/sr3/3122d316-081b-4410-ae17-2ada4c0a7ddb.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(2),"[['A summer must-have', 'Light and flowy, perfect for summer. True to size, I usually wear a size 10, so I chose the large and it’s a perfect comfortable fit.', '80'], ['skirt is too sheer', 'I really liked the design, the high waist, the tiny twist at waist, and the slit. However, the fabric is too flimsy. You could easily see through with a back light. Might be ok as a beach coverup, but not a dressy skirt. Have to return it :(', '48']]",9 people are viewing,A tiny twist at the hip gently gathers this blooming midi skirt before releasing into a thigh-high slit.
The Abigail Distressed Fray Hem Denim Miniskirt,JOE'S,$18.90,NULL,https://n.nordstrommedia.com/id/sr3/744a88bf-5201-4560-85db-8f649d3fef9e.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],44 people are viewing,"She can add a little edge to her look with this stretch-denim skirt distressed with subtle fading, threadbare abrasions and a frayed, curved hem."
Polka Dot Mesh Tutu Skirt,TRULY ME,$34.00,NULL,https://n.nordstrommedia.com/id/sr3/b9531fe5-16a3-4117-87ba-d261d05d7c92.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],2 people are viewing,Your aspiring ballerina can twirl to her heart's delight in this polka dot mesh tutu skirt topped with a comfy elastic waistband.
Sydney Floral Skirt,PEEK AREN'T YOU CURIOUS,$31.90,NULL,https://n.nordstrommedia.com/id/sr3/06775957-0f72-48f3-914c-74522b8f9b6c.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],26 people are viewing,"For every skip and twirl, this breezy cotton skirt blooming in a colorful floral print makes a pretty pick on any day."
Crystal Embellished Denim Skirt,7 FOR ALL MANKIND®,$28.90,NULL,https://n.nordstrommedia.com/id/sr3/fc354055-63f9-46f2-998e-8a5f31b8c978.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],11 people are viewing,"Sparkly crystals bling out this frayed, stretch-denim skirt for a look that's a little glam and a little edgy."
IDOL Desiree Layered Skirt,TOPSHOP,$27.50,50%,https://n.nordstrommedia.com/id/sr3/586caa20-defc-4acf-b8ee-fff3b717c86f.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(14),"[['flirty skirt', 'This is so cute. It’s high waisted and love the ruffles. Fits tts', '80'], ['Not a fave', 'Really high waisted...a little long too when you are short. Matching top is really cute though.', '48'], ['Cute day-to-night piece', ""Love this skirt! Its perfect length (not too long, not too short) I am 5'6 for ref. It's a great day-to-night piece. The print is very day colors but the fabrics makes it fancy enough for an evening outing!"", '80'], ['Just so cute', 'I really like this skirt. I do think it runs true to size so no need to size up unless you are pear shaped. I got a six and wish I had stuck with at 4. (I\'m 5\'5"", 130 lbs) It\'s a little big but I\'ll keep. Definitely polyester but I\'m ok with that. The style is cute and you can\'t tell by looking at it that it\'s poly.', '80'], ['Lovely Skirt!', ""I love this skirt! It's so pretty, girly, the quality is amazing, and the fit is extremely flattering! This is my new favorite skirt! I'm so good Nordstrom stocks Topshop items."", '80']]",17 people are viewing,Flouncy tiers of ruffles sway across a short stretch cotton skirt ready to bounce between day and night.
Pull On Midi Skirt,1901,$69.00,NULL,https://n.nordstrommedia.com/id/sr3/329589e6-7302-40d9-9139-383bd545ac79.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.0 out of 5,(1),"[['a little too tight', 'It was just ok. A tad uncomfortable from where the the skirt was on hips.', '48']]",17 people are viewing,Celebrate summer all year round in this breezy seersucker midi skirt styled in an A-line silhouette with waistline gathering and soft tonal stripes.
Asymmetrical Midi Skirt,HALOGEN®,$69.00,NULL,https://n.nordstrommedia.com/id/sr3/6cf1067d-494e-46cb-a5d0-d7ecb1294800.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],25 people are viewing,An asymmetrical hem swings elegantly with every step you take in this work-to-weekend midi skirt.
Print Mini Skater Skirt,BP.,$18.00–$45.00,NULL,https://n.nordstrommedia.com/id/sr3/03e8ccfb-05ed-463e-8a1e-661586c678ca.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.3 out of 5,(16),"[['Great summer flowy skirt', 'Love this. Very comfortable and great fit. Looks extra cute with a body suit .', '80'], ['Sizing was off for me', 'It seems like it was just me, but the medium(my usual size) was too tight. Got the the large and it was too big. So returned both. It’s a really nice pattern though.', '48'], ['easy casual skirt', 'My teenager was looking for a skirt without a lot of fuss. This fit the bill - thin fabric which is great for south Texas.', '64'], ['not a fan', 'The material looks cheap, and it was not flattering on.', '32'], ['cute skirt', 'Very cute skirt. I already purchased in another color. True to size and very comfy for everyday wear.', '80']]",31 people are viewing,A fun print makes a splash on this skater-chic miniskirt that's sure to be a weekend style fave.
Tiered Maxi Skirt,LEITH,$26.00,60%,https://n.nordstrommedia.com/id/sr3/389e3a87-7ecd-43a0-ae17-08ef741f353a.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.4 out of 5,(5),"[['great skirt!', 'I am 5’6 and 145lbs and typically an 8 in pant size and a medium fit perfectly. I think it’s more of a high rise skirt, which is why some people are having issues with the first tier stitching. When I sit down, it rides up a little and it doesn’t tear or feel tight.', '80'], ['Tight in the hips', 'Love the print and the light weight fabric, it would have been perfect for summer time but the first stitching hits funny and is tight around my hips. I even sized up reading the other reviews but it still didn\'t sit right. I am 5\' 8"" 130 lbs and typically a size 26 so I thought the medium would fit but unfortunately I will be sending it back.', '48'], ['Poor skirt', 'Beautiful skirt, what they don’t tell you is how tight it is if you have a nice curvy behind and No , I’m not big but don’t have a flat behind. It made me sad and angry to return it but due to how tight they made it for the behind, it went back.', '32'], ['strange fit', 'This skirt is beautiful and made well, the fabric feels nice and it flows beautifully. But the size is off, the waist is kind of large but the first tier towards the top is very tight. I have an hourglass figure with a small waist and if I sized up it would fit around the hips but be gaping in the waist. A size small fit perfectly if not slightly loose in the waist and very very tight in the first tier- it looked so strange. I am returning this. I am 5’4, 130lbs, hourglass figure. Maybe this would work for a boxy but thin figure?', '32'], ['Very nice', 'This was a beautiful skirt and made well. It’s a nice change from a plain black skirt the skirt is nice and flowy. I had to return for a bigger size. Not because the skirt run small I just ordered the wrong size for me.', '80']]",87 people are viewing,Pretty petals fall gracefully on this flowy maxi finished with flouncy tiers.
3-Stripes French Terry Skirt,ADIDAS ORIGINALS,$30.00,25%,https://n.nordstrommedia.com/id/sr3/c3952330-2919-42ec-a185-7fa40c1331ec.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(18),"[['Great skirt', 'This skirt is sporty and stylish. I will wear it with my patent white sleek sneakers .', '80'], ['ugh. no. returned', 'This is hideous on me. Size large. Maybe it’s only cute in small sizes. But it has satin patch pockets on the front that are positioned just awful. If it was all the same usual adidas fabric it might be fine. But those satin pockets ruined it for me. Just no.', '16'], ['I Love the large pockets made of Chinese silk. My iPhone 11 fits in there perfectly.', 'I love the thick waist band a normal thin drawstring would ruffle under my muffin top. The sleek pockets add convenience and style, my iPhone 11 fits in the pocket perfectlyx', '80'], ['wanted to love this', 'so i Looove adidas clothing.. 99%of the time something i’m wearing is adidas .. still love rocking the “b-girl” look from the 90’s.. but this skirt was kinda misleading.. there are big noticeable pockets on the front of skirt that don’t show in the pic... they are made of a weird nylon material.. and ok so i am 5’1” and 170 lbs - def a pear shape and the waist on the size L runs tight on me.. i really really wish adidas would offer sizing on the actual item they are selling. instead of a generic size chart.. thinking it might save them AND us the hassles of returns... this ones going back sadly.', '48'], ['', 'Pockets were made of a different material than the skirt', '32']]",39 people are viewing,Signature 3-Stripes race down the sides of a sporty cotton-blend skirt fitted with an adjustable drawstring at the waist.
Fucille Knit Midi Pencil Skirt,BOSS,$148.90,NULL,https://n.nordstrommedia.com/id/sr3/2bcb49a6-dde2-454e-9c3c-86b3e1274015.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],16 people are viewing,"A dense, two-tone floral pattern adds rich visual texture to this classic knit pencil skirt in a sophisticated midi length."
Vilea Tropical Stretch Wool Pencil Skirt,BOSS,$158.90–$228.00,NULL,https://n.nordstrommedia.com/id/sr3/4a1b4c9f-33f4-4fa5-94ae-5aa40cab2088.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.7 out of 5,(23),"[['NOPE', 'The material feels and looks cheap. The front middle of the skirt kept bunching up. RETURNING!', '32'], ['Different shapes in different sizes', 'The fit is not my preference for a professional piece. I am typically a 2 and the waist fit perfectly, but the hips were tight beyond ""fitted,"" so I sized up to a 4. The waist is hardly larger but the hips seem to bubble out like this is the only difference between a 2 and 4, just bigger hips. I am fairly straight-bodied also, for reference. I do love the feel and appearance of the material, so I will tailor the skirt in order to keep my completed suit.', '64'], ['Hugo Boss pencil skirt', 'Love this skirt, perfect fit, weight, style. For over a year looking for a black skirt just like this first one to be exactly as described and exactly as size chart indicated. Thumbs up!', '80'], ['Petite runs a little small', 'Great fabric and quality as usual for BOSS. I think it runs a little small and is meant for straighter figures. I usually wear 0p or 00 in bottoms, and while the waist fit perfectly in 0p , it was too tight across my hips and did not look professional (24.5""W, 34.75""H). I also tried 2p, and the leght is perfect, but it will need alterations to slim all around. Seems like I am right in between sizes.', '64'], ['great pencil skirt', 'First, I feel this fit small. I am normally a 0 or even a 00 in most brands (5’4”, 110) but the 0 was tight. I sent it back for a 2, which I kept, but that was not much bigger. I could have gone with a 4 in this one. Though it will end up being one of my more fitted skirts, the fit is impeccable and I imagine getting a lot of wear out of this basic piece.', '80']]",8 people are viewing,An impeccably tailored pencil skirt is fashioned from tropical-weight wool infused with a hint of stretch.
Baker Front Slit Miniskirt,REFORMATION,$98.00,NULL,https://n.nordstrommedia.com/id/sr3/53ae808a-d466-41ad-8856-e7a01d5e358c.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],21 people are viewing,This shapely high-waist mini is textured in lightweight linen with a revealing front slit for stem-showing appeal.
Print Tiered Miniskirt,SOCIALITE,$25.90,NULL,https://n.nordstrommedia.com/id/sr3/cc451723-da54-4d9c-a747-fc510e5b1f8a.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],197 people are viewing,Add some flirty swing and sway to your stride in this tiered ruffle mini topped with a sweetly smocked waistline.
By the Water Skirt,BILLABONG,$59.95,NULL,https://n.nordstrommedia.com/id/sr3/d6434dec-bffb-48dd-8552-67ec99306858.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],117 people are viewing,"This light and breezy skirt is designed with comfy back smocking and lively, confetti-like dots."
Leather Skirt,HALOGEN®,$139.90,NULL,https://n.nordstrommedia.com/id/sr3/493d9f7d-488c-44ad-8462-b51da4142523.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],33 people are viewing,A tie belt flutters from this A-line skirt crafted from buttery-soft leather to subvert the sweet style.
Sparkle Tutu,TUCKER + TATE,$19.90,NULL,https://n.nordstrommedia.com/id/sr3/bb1a60d2-ef5a-4a4e-b3ba-3d8ab808b9a0.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.9 out of 5,(7),"[['adorable!', 'My granddaughter loves this skirt. It’s so stylish and fun.', '80'], ['Beautiful tutu!', 'My daughter loved the tutu, she is 6 and half, very tall for her age and skinny so I ordered a size 7 and it fit her wonderfully.', '80'], ['Navy and Sparkely', 'Adorable skirt and made well. Seems true to size Perfect for any little girl. I bought two for both granddaughters. Happy to get Anniversary sale price.', '80'], ['A skirt that the young girls love', 'A winner for the young girls who like the princess type look! My 6 year old granddaughter chose this to go with a tucker and Tate tee also on sale', '80'], ['loved it', 'Both daughter and I got excited about this one! She loves the sparkle, I love that the navy keeps it subtle but fun. Fit TTS, length was perfect.', '80']]",40 people are viewing,This glittering night-sky–inspired tutu is sure to be a dreamy favorite for your aspiring prima ballerina.
Leopard Burnout Maxi Skirt,TOPSHOP,$54.40,20%,https://n.nordstrommedia.com/id/sr3/5867a749-1d07-4bf8-ae2b-36321033d630.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],14 people are viewing,This lightweight A-line maxi skirt goes wild with leopard spots in a textured burnout fabric that brings glam dimension to the on-trend pattern.
Ponte Pencil Skirt,HALOGEN®,$34.90,NULL,https://n.nordstrommedia.com/id/sr3/aac82f56-b1a7-4a0c-ace8-e09701db65ee.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.2 out of 5,(12),"[['Too big in waist', 'I loved the fabric- it was so soft and stretchy. The skirt looked like a high quality skirt. I ended up returning though because although it was perfect in the butt/thighs area, it was way too big in the waist.', '48'], ['happy in michigan', 'great skirt great price nice material', '80'], ['Wonderful skirt.', 'Sharp looking skirt. Runs small. I’m very happy with my purchase.', '80'], ['Good fit but long', 'It\'s a bit long - I\'m 5\'3"" and even though I bought an XXSP it still comes up to my ribs, but it works with certain blouses. Wish the petite size were cut shorter though.', '64'], ['Very flattering', 'Nice fabric, beautiful blue color and good length. A bit on the smaller side.', '64']]",117 people are viewing,"Available in a selection of must-have neutrals and fresh colors, the hardest-working skirt in your closet is tailored for a smooth, slimming fit in ponte knit."
Suede Miniskirt,BLANKNYC,$48.90,NULL,https://n.nordstrommedia.com/id/sr3/c37dfc2b-b722-46c2-98a6-a23d26a755e2.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],303 people are viewing,"An offset slit offers a bit of ease in this A-line miniskirt fashioned from soft, velvety suede."
Print Tiered Ruffle Skirt,RACHEL PARCELL,$64.90,NULL,https://n.nordstrommedia.com/id/sr3/0e27779c-2219-4475-bf67-3eebc5625d7d.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],45 people are viewing,Decadent tiered ruffles float gracefully on this luscious chiffon skirt covered in a lively print.
Floral Ruffle Miniskirt,SOCIALITE,$45.00,NULL,https://n.nordstrommedia.com/id/sr3/598b5af7-9e6f-4a28-b20d-7ad318482591.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,5.0 out of 5,(2),"[['super cute.', 'I love how its so light and fluffy but dainty . Not short short which i love. You can look cute and sexy without wearing the shortest skirt. Feel so comfortable in it, but I might wear something under to prevent panty exposure!', '80'], ['Floral Ruffle Skirt', 'This skirt is absolutely adorable!! Looks a bit big, will have to let you know.', '80']]",33 people are viewing,"Ditsy blooms and whispers of metallic thread enliven this tiered, ruffled mini topped with a sweetly smocked waistline."
Leopard Print Midi Skirt,TREASURE & BOND,$22.90,NULL,https://n.nordstrommedia.com/id/sr3/33a1c3fe-b48b-4669-bade-f880b95c4eb3.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],12 people are viewing,"Trend-smart leopard spots make a stylish statement on a flowy midi skirt with a comfy, elastic waist."
Venice Ruched Skirt,AFRM,$68.00,NULL,https://n.nordstrommedia.com/id/sr3/1afd5b0b-2a4e-4fb9-825d-5a7f2f44bf8b.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],13 people are viewing,Rippled ruching brings a shapely look and feel to this vibrantly printed skirt that's bound to get noticed.
Heat Wave Ruffle Miniskirt,MINKPINK,$79.00,NULL,https://n.nordstrommedia.com/id/sr3/8c91b5c3-ce7a-4b26-b7c2-d17f55da7954.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],10 people are viewing,Dainty blooms flourish on this swingy day-to-night mini trimmed with fanciful frills.
