Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Distressed High-Rise Skinny Jeans,SKU: pant160106050,US$18.00,NULL,https://img.shein.com/images/shein.com/201601/1452043252289544085_thumbnail_900x1199.webp,None,6900 Reviews,"[['', 'I love this jeans, I bought it like one year ago and I got a new one because my old one ripped more but fits great and it’s very comfy', 'None'], ['', 'Super cute. Generally a size seven in jeans and ordered an XL in these so I’d say they run kind of small. They fit perfect though. Got lots of compliments on them.', 'None'], ['', 'The first pair of jeans that actually fit! I was impressed', 'None']]",6900 Reviews,"Everyone needs some denim in their closet! This pair of denim skinny jeans features a high-rise waist, distressing around the knees and front, five-pocket construction, belt loops, and a zip fly with button closures. Wear these skinny jeans with a tie dyed concert tee and booties!"
Distressed Rolled Hem Drawstring Boyfriend Jeans,SKU: RPAN160816002,US$19.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/01/1590991396d012ccec0744e0d83852f862de0d40bd_thumbnail_900x.webp,4.6,1248 Reviews,"[['', 'Loved them!', '4.6'], ['', 'Nice jean. I dont expect so much when buy it, I always have trouble with jeans not stretchy because my thigh( my thigh is 56cm) . But this one exceeded my expectatiom1. I got size M, it is so comfortable and cute though. By the way the top from Shein as well.', '4.6'], ['', 'I just love this jeans', '4.6']]",1248 Reviews,"Style: Casual
Color: Blue
Details: Ripped
Pant Length: Capris
Type: Tapered/Carrot
Season: Spring/Summer
Composition: 100% Denim
Fabric: Non-stretch
Fit Type: Regular Fit
Waist Type: Low Waist
Closure Type: Drawstring Waist, Elastic Waist"
Ripped Slant Pocket Skinny Jeans,SKU: swpants00191216799,US$19.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/16/15764758591f455edd97f6c900ca892c5de61fb58f_thumbnail_900x.webp,4.8,1447 Reviews,"[['', 'Amazing really comfortable', '4.8'], ['', 'I’m 5’7 so the leg length was about 1.5 inches above my ankle so I folded them up. Other than that the fit was pretty spot on. I’m 115lbs and usually wear a size 3. I would def recommend washing them before wearing because they do have a funny smell lol', '4.8'], ['', 'Loveeeeee these jeans. They fit so perfect on my weird shape. The best jeans Ive received from SHEIN', '4.8']]",1447 Reviews,"Style: Casual
Color: Blue
Pattern Type: Plain
Details: Ripped
Pant Length: Cropped
Type: Skinny
Composition: 85% Cotton, 13% Polyester, 2% Spandex
Material: Denim
Fabric: High Stretch
Sheer: No
Fit Type: Skinny
Waist Type: High Waist
Closure Type: Zipper Fly"
SHEIN Bleach Wash High-Rise Jeans,SKU: swpants04190626758,US$22.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/07/04/15622237514018956029_thumbnail_900x1199.webp,None,9578 Reviews,"[['', 'love these!! run a little big tho', 'None'], ['', 'these run real baggy but they actually fit my waist with a nice belt. i have the problem of always having a gap in the back of jeans/shorts because my back is curved and i got a lil booty but these hugged my waist nicely', 'None'], ['', 'These jeans are super good quality and really comfy!', 'None']]",9578 Reviews,"A pair of denim jeans featuring a light bleach wash, high-rise waist, belt loops, five-pocket construction, a zip fly with button closure, and a straight leg. Create a casual yet cute look by wearing these jeans with a cropped graphic tee and sneakers."
Bleach Wash Ripped Detail Skinny Jeans,SKU: swpants04191012180,US$19.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/10/18/1571382535d37a99a75a79566bc6c8ac9b52a6fac9_thumbnail_900x.webp,4.8,393 Reviews,"[['', 'Not exactly like the picture but it’s not bad. The material is comfortable.', '4.8'], ['', 'comfy like jegging material. Im a size 5 to 7 and a medium fits with a little wiggle room. only downside is Im 5 foot 2 and theyre really long. thinking I can just wear boots or roll them up. overall love them.', '4.8'], ['', 'color is different from pic .. kinda fit big', '4.8']]",393 Reviews,"Style: Casual
Color: Blue
Pattern Type: Plain
Details: Ripped, Raw Hem, Button, Pocket, Zipper
Pant Length: Long
Type: Skinny
Composition: 85% Cotton, 13% Polyester, 2% Spandex
Material: Denim
Fabric: Slight Stretch
Sheer: No
Fit Type: Skinny
Waist Type: Mid Waist
Closure Type: Button Fly, Zipper Fly"
Solid Ripped Mom Jeans,SKU: swpants01191206626,US$20.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/01/13/15788968823c843f39ec6de9b9737df6228f4e405c_thumbnail_900x.webp,None,1269 Reviews,"[['', 'I’ve never actually loved a pair of mom jeans on me but I LOOOOOVE THEM.', 'None'], ['', 'True to size . I am a size 8 in pants so size medium was perfect . The length was a bit too long but I cuffed them . I am 5’3 . Overall super cute', 'None'], ['', 'I love the look of these jeans. They’re super cute but don’t have any stretch so they’re not made for bigger thigh girls. I got a large to account for this but they’re still pretty tight on my butt and thighs yet lose on my waist.', 'None']]",1269 Reviews,"Style: Casual
Color: Blue
Pattern Type: Plain
Details: Ripped
Pant Length: Long
Type: Tapered/Carrot
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly"
Light Wash Ripped Carrot Jeans,SKU: swpants04191221977,US$21.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/21/15769124964fc51960d26ad79ed9ab32d2e9f54fd3_thumbnail_900x.webp,4.8,299 Reviews,"[['', 'Nice! Size up! I’m usually a s but M would have been perfect.', '4.8'], ['', 'did not expected it to be this baggy but over all ""ok""', '4.8'], ['', 'Runs a little large, it’s very high wasted im 5’4 and 129lbs. I got a small and it’s a little loose. Super cute though, I like to roll my jeans so the length was fine for me. Also SHEIN clothes sometimes shrink after being washed so after I wash them I think they’ll fit perfect', '4.8']]",299 Reviews,"Style: Casual
Color: Blue, Pastel
Pattern Type: Plain
Details: Ripped, Button, Pocket, Zipper, Washed
Pant Length: Long
Type: Tapered/Carrot
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly, Zipper Fly"
Ripped High Rise Washed Skinny Jeans,SKU: swpants03200408872,US$20.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/16/15870034534886253d7906d68c5e76fa823cfc781d_thumbnail_900x.webp,4.8,151 Reviews,"[['', 'I am always having trouble finding jeans that fit my height. And these were PERFECT. I am 4”11 and 117 lbs and they are amazing on me. My curves were definitely show with these on. From the hips all the way to the butt.', '4.8'], ['', 'not as stretchy as I thought they would be but a nice fit and comfortable enough for unstretchty Jeans', '4.8'], ['', 'Cute', '4.8']]",151 Reviews,"Style: Casual
Color: Blue
Pattern Type: Plain
Details: Ripped, Pocket, Washed
Pant Length: Long
Type: Skinny
Composition: 79.9% Cotton, 1.8% Polyester, 18.3% Spandex
Material: Denim
Fabric: Slight Stretch
Sheer: No
Fit Type: Skinny
Waist Type: High Waist
Closure Type: Zipper Fly"
Ripped Figure And Letter Graphic Mom Jeans,SKU: swpants00200423317,US$26.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/28/1588075349212afd8b2e5fb28b5611289748a60d64_thumbnail_900x.webp,4.7,230 Reviews,"[['', 'Very good quality but for a size xs, it runs a bit big on me. (Hence why the belt)', '4.7'], ['', 'Love these. So dope. Does not say goosebumps. Lol', '4.7'], ['', 'BEAUTIFUL!! I got a small and I’m 5’8 134 pounds', '4.7']]",230 Reviews,"Style: Casual
Color: Blue
Pattern Type: Letter, Figure
Details: Ripped, Pocket
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly
Belt: No"
Fringed Distressed Skinny Jeans,SKU: swpants04190923809,US$20.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/10/14/1571038462fb14c49d78474e4d03a91b87c429be57_thumbnail_900x.webp,None,5648 Reviews,"[['', 'These are so pretty every one loves them !', 'None'], ['', 'Cute', 'None'], ['', 'I got a SMALL and it fits PERFECTLY. I am 5”6 and 133lbs .', 'None']]",5648 Reviews,"Denim never goes out of style! This pair of denim skinny jeans features a high-rise waist, belt loops, five-pocket construction, zip fly with button closure, front distressing, and a frayed sharkbite hem. Ripped jeans are super trendy and will match with any item you have in your closet. Pair with a graphic tee and sneakers to complete the look."
Distressed High-Rise Skinny Jeans,SKU: swpants04190926095,US$19.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/30/157767786811403ca42f9f4ba7a1ad09febe12b787_thumbnail_900x.webp,None,3886 Reviews,"[['', 'Size XS fit great love super comfy would buy again', 'None'], ['', 'LOVE THESE THEY FIT PERFECT', 'None'], ['', 'They were perfect! New favorite pair of jeans! As someone that isn’t super curvy they definitely compliment my figure.', 'None']]",3886 Reviews,"A pair of skinny jeans featuring front distressing, light stone wash throughout, high-rise waist, belt loops, a zip fly with button closure, five-pocket construction, and front whiskering. Blue jeans never go out of style! Complete the look with a white tube top and plaid flannel."
Distressed Slant Pocket Button Fly Baggy Jeans,SKU: swpants00191213166,US$22.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/01/08/1578450888e8a8ccc1498afb34e619c39906666dcb_thumbnail_900x.webp,None,551 Reviews,"[['', 'Really good and comfortable jeans. They look stylish. Waist is really high. Sizing is not accurate and they run big. You can compare my body measurements and size of the jeans and see yourself. I got S and they still kind of big on the waist.', 'None'], ['', 'Love it 😍 I’m normally a medium but I order a small-and fits great', 'None'], ['', 'It is a little big but i like them like that', 'None']]",551 Reviews,"Style: Casual
Color: Medium Wash
Pattern Type: Plain
Details: Ripped, Cut Out, Pocket, Button Front
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly"
Light Wash Ripped Detail Jeans,SKU: swpants04191129083,US$20.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/17/1576569665c8ead47f29dcf4122697da38bfa0f4d7_thumbnail_900x.webp,4.5,1174 Reviews,"[['', 'Loveee', '4.5'], ['', 'Love these!! True to size. Good material. I usually wear a size 2-4 in jeans a medium fit perfectly I’m 5 feet tall and they were a little long but i rolled them and honestly think they’re even cuter rolled', '4.5'], ['', 'So nice', '4.5'], ['', '', '4.5'], ['', '', '4.5'], ['', '', '4.5']]",1174 Reviews,"Style: Casual
Color: Pastel, Light Wash
Pattern Type: Plain
Details: Ripped, Button, Zipper
Pant Length: Long
Type: Tapered/Carrot
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: Mid Waist
Closure Type: Button Fly, Zipper Fly"
Skinny Ankle Jeans,SKU: swpants01190701901,US$18.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/10/25/1571992516c8bc2c87f1f1aefeb58e22cdfde2d1d1_thumbnail_900x.webp,None,9999+ Reviews,"[['', 'This pants is goals literally. It makes my body look so good like wow. 100% would recommend', 'None'], ['', 'By far the NICEST black pants I have owned EVER. In the past, I’ve spent $10 on jeans from Forever 21 and H&M only to have their color fade and the fabric to wear down within a year or so. Spending the extra money on these pants was definitely worth it. The waistband is very stretchy so it’s perfect if I eat a lot and need some extra room lol. And the length ends perfectly around the ankle. My butt and calves have never looked better. Also, THEY HAVE POCKETS. That’s a huge thing for me when it comes to pants. It came so fast too! So excited to wear this for my birthday. If you need some nice black jeans, invest in these ones for sure.', 'None'], ['', 'great fit.', 'None']]",9999+ Reviews,"Style: Casual
Color: Dusty Blue
Pattern Type: Plain
Details: Pocket, Button Front
Pant Length: Cropped
Type: Skinny
Season: All
Composition: 85% Cotton, 13% Polyester, 2% Spandex
Material: Denim
Fabric: High Stretch
Fit Type: Skinny
Waist Type: High Waist
Closure Type: Button Fly"
Distressed Baggy Boyfriend Jeans,SKU: swpants00191211596,US$23.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/30/157767763399380cb021ddf66f45043a2d5936fe6a_thumbnail_900x.webp,None,1033 Reviews,"[['', 'definitely my new favorite pair of jeans! they were a little big on the waist at first but i shrunk them a size in the wash and now they’re fine!', 'None'], ['', 'i usually buy things in size small, especially trousers but i ordered these in an extra small and they’re a big large around the waist but nothing that cant be solved with a cute belt. really nice quality denim peng colour as well :) i would definitely recommend these tbh, im 5’3 and usually waist 24/25 for those wondering', 'None'], ['', 'In love with these jeans!!!', 'None']]",1033 Reviews,"Style: Casual
Color: Light Wash
Pattern Type: Plain
Details: Ripped
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Zipper Fly"
SHEIN Bleach Wash Boyfriend Jeans,SKU: swpants04190807315,US$23.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/09/03/1567494743705646161_thumbnail_900x1199.webp,None,2178 Reviews,"[['', 'These are really big, but they fit my waist perfectly! So I guess it’s goes withbthe boyfriend fit. It’s very loose around the legs, but then again I went a size up. I love them so much! And very good quality', 'None'], ['', 'I love it', 'None'], ['', 'If you’re m - get a smaller size. Meant to be worn rolled up. Very 80s look', 'None']]",2178 Reviews,"Style: Casual
Color: Light Wash
Pattern Type: Plain
Details: Button, Pocket, Zipper
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly, Zipper Fly"
Solid High Rise Mom Jeans,SKU: swpants03191226572,US$21.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/01/13/1578879967da7812d864c4ad145de3cbf3a33925dd_thumbnail_900x.webp,None,648 Reviews,"[['', 'THESE R PERFECTTT! i was looking for the 2000s baggy fit/straight cut style and this is it!!! i have a 24in waist and these fall under my belly button w/out belt. im 5’5 and it falls under my ankles, 1in from the floor. BUY IT IF UR LOOKING FOR THE SAME STYLE!!', 'None'], ['', 'omg IM SOOO IN LOVE W THESE PANTS! i’m 5’2 and size 25w/size 1 in bottoms and got an x-small instead of small because the reviews said it runs bigger, im so glad i did! these were perfect on me. if you’re looking for those 90s straight/baggy jeans, these are it! got so people asking me where i got these lol. i love them!', 'None'], ['', 'I absolutely love it! I was searching this kind of mom jeans for so long and they matched my expectation. The material is good quality and give you that 90s jeans look. Just one thing: I could have chosen a size down, beaucase theyre already oversized on the waist. So dont forget to check the mesurements. Overall, a good purchase.', 'None']]",648 Reviews,"Style: Casual
Color: Medium Wash
Pattern Type: Plain
Details: Pocket
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Zipper Fly"
Distressed High-Rise Baggy Jeans,SKU: swpants03191226024,US$22.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/26/15773443822331f67cd370257b4b5d713209dd86c3_thumbnail_900x.webp,None,669 Reviews,"[['', 'Read reviews and though I needed to order up, a little looser than I’d like so I’d say these are more true to size!', 'None'], ['', 'very cute. just a little too big but maybe because i am super skinny.', 'None'], ['', 'Obsessedddddd . Not highwaisted but i love them', 'None']]",669 Reviews,"Style: Casual
Color: Blue
Pattern Type: Plain
Details: Ripped
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: Mid Waist
Closure Type: Zipper Fly
Lining: No"
Raw Hem Ripped Mom Jeans,SKU: swpants00191217911,US$22.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/17/1576571596bc146a66d4ebc06cca89a5b4494bb82e_thumbnail_900x.webp,4.6,769 Reviews,"[['', 'these jeans are growing on me. i expected then to be a bit big because of the reviews, and they are, but i’m hoping that with a couple of washes they’ll shrink a little bit. these jeans are already pretty big so DO NOT size up. i actually ended up sizing down. i’m usually a size 1s in hollister jeans and i got an xs. the rips are so cute and i love the worn out black color. the jeans are a little stiff but again i think it’ll go away once i was them. the croch area is also a tad bit to big so it looks a little funny but nothing too bad. once this corona thing is over, i will definitely be wearing these out a lot😭. but yea anyways i recommend:).', '4.6'], ['', 'I would say its little big but I like it', '4.6'], ['', 'love these, slightly large on the waist but other than that they are really nice', '4.6']]",769 Reviews,"Style: Casual
Color: Black
Pattern Type: Plain
Details: Ripped, Raw Hem
Pant Length: Cropped
Type: Tapered/Carrot
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly"
Dark Wash Straight Leg Jeans Without Belt,SKU: swpants04191210712,US$21.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/10/1575966353717bc2e1ec7668144b69d256c9779112_thumbnail_900x.webp,None,3784 Reviews,"[['', 'Fit perfectly', 'None'], ['', 'M didn’t fit but a L does although I am average size. Size up to avoid a tight look.', 'None'], ['', 'Waist size is perfect I’m usually a 26, but they are a little baggy in the legs. ive notice that SHEIN sizes differ based on each product so check the exact measurements of each item when u purchase it’s helped me a lot as a frequent SHEIN customer! Very cute look can pair well with anything! Love them', 'None']]",3784 Reviews,"Style: Casual
Color: Black
Pattern Type: Plain
Details: Button, Pocket, Zipper
Pant Length: Long
Type: Straight Leg
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: Mid Waist
Closure Type: Button Fly, Zipper Fly
Belt: No"
Stitch Detail Baggy Jeans,SKU: swpants01190507658,US$21.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/05/07/1557221472374111063_thumbnail_900x1199.webp,None,5345 Reviews,"[['', 'Good quality and look cute', 'None'], ['', 'current favorite jeans, very soft and comfy', 'None'], ['', 'I love the jeans just go for it', 'None']]",5345 Reviews,"Style: Casual
Color: Light Wash
Pattern Type: Plain
Details: Button
Pant Length: Long
Type: Wide Leg
Season: All
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Fit Type: Loose
Waist Type: High Waist
Closure Type: Button Fly
Lining: No"
Ripped Detail Skinny Jeans,SKU: swpants04200529741,US$23.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/04/159125551721aec439577dce52dfad5a616a1ec0d1_thumbnail_900x.webp,4.5,28 Reviews,"[['', 'Fits kind of big on the waistline but still looks good', '4.5'], ['', 'It was true to size.', '4.5'], ['', 'These pants are so cute!', '4.5']]",28 Reviews,"Style: Casual
Color: Dark Grey
Pattern Type: Plain
Details: Ripped, Button, Pocket, Zipper
Pant Length: Cropped
Type: Skinny
Composition: 85% Cotton, 13% Polyester, 2% Spandex
Material: Denim
Fabric: High Stretch
Sheer: No
Fit Type: Skinny
Waist Type: High Waist
Closure Type: Button Fly, Zipper Fly"
Ripped Raw Hem Solid Jeggings,SKU: swpants00191209935,US$19.00,NULL,https://img.ltwebstatic.com/images3_pi/2019/12/10/15759667591426bd5d1cb5d2f28a70c0baa80c6d67_thumbnail_900x.webp,None,484 Reviews,"[['', 'So cute and comfortable.', 'None'], ['', 'Muy buen servicio es muy cómodo el pantalón y queda súper bien me encanto y es tela que estira y Ajusta muy bien al cuerpo', 'None'], ['', 'Love these jeans I got a size medium and I usually wear a size 10/12', 'None']]",484 Reviews,"Style: Casual
Color: Medium Wash
Pattern Type: Plain
Details: Ripped, Raw Hem, Washed
Pant Length: Long
Type: Skinny
Composition: 85% Cotton, 13% Polyester, 2% Spandex
Material: Denim
Fabric: Slight Stretch
Sheer: No
Fit Type: Skinny
Waist Type: High Waist
Closure Type: Zipper Fly"
Cut Out Ripped Washed Jeans,SKU: swpants01200506339,US$24.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/13/158935707535ded04c9d8e5d703ab5305db0071293_thumbnail_900x.webp,4.7,2053 Reviews,"[['', 'Are you kidding?? These are great! SO much better than I expected! I could have gone down a size, but I will wear belts with it so nbd. They feel SO well made, Im amazed! They are very long, but I am also 5""0, so idk. There is also plenty of room in the butt if youre packing mad cheeks! (Im not lol sadly.)', '4.7'], ['', 'my favvvvvvv pair of jeans! i promise you can do no harm by ordering these', '4.7'], ['', 'LOVE these. They’re so soft & so cute. Even though they fit me, I think they’d be big on someone more petite. I’m 5’8/140lbs and they are LONG. This isn’t a problem for me but could be a problem for shorter girls. Was surprised by the quality & these are def my favorite pair of jeans that I own.', '4.7']]",2053 Reviews,"Style: Casual
Color: Light Wash
Pattern Type: Colorblock
Details: Ripped, Cut Out, Washed
Pant Length: Long
Type: Tapered/Carrot
Composition: 85% Cotton, 15% Polyester
Material: Denim
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Waist Type: High Waist
Closure Type: Button Fly"
